account_number,transaction_id,transaction_timestamp,transaction_amount,cr_dr_ind,New Beneficiary Flag,device_id,transaction_type_code
ACC000025,TXN0000008508,25/11/2023 16:13:23,1763.06,C,0,DEV0111,other2
ACC000034,TXN0000011798,25/11/2023 16:20:15,3172.61,D,0,DEV0151,transfer
ACC000013,TXN0000003992,25/11/2023 16:21:41,27095.23,D,1,DEV0010,other3
ACC000037,TXN0000012852,25/11/2023 16:23:14,18948.97,D,0,DEV0076,transfer
ACC000044,TXN0000015223,25/11/2023 16:30:38,33524.54,D,0,DEV0006,other3
ACC000045,TXN0000015718,25/11/2023 16:36:22,29486.02,C,0,DEV0139,other2
ACC000047,TXN0000016359,25/11/2023 16:56:09,2965.4,D,0,DEV0154,transfer
ACC000034,TXN0000011796,25/11/2023 16:56:15,1212.98,D,0,DEV0033,other1
ACC000050,TXN0000017497,25/11/2023 16:57:20,22603.78,D,0,DEV0090,payment
ACC000037,TXN0000012856,25/11/2023 16:58:32,39941.27,D,0,DEV0076,nypy
ACC000048,TXN0000016633,25/11/2023 17:10:37,62604.95,C,0,DEV0019,jzzcsh
ACC000048,TXN0000016634,25/11/2023 17:12:56,25516.8,D,0,DEV0019,nypy
ACC000018,TXN0000005750,25/11/2023 17:14:14,7173.77,C,0,DEV0110,jzzcsh
ACC000013,TXN0000003990,25/11/2023 17:18:09,10531.51,C,0,DEV0010,other1
ACC000024,TXN0000008192,25/11/2023 17:18:21,3613.65,C,0,DEV0088,other2
ACC000022,TXN0000007503,25/11/2023 17:36:19,5942.65,D,0,DEV0112,ezpsa
ACC000001,TXN0000000155,25/11/2023 17:38:09,8449.14,D,0,DEV0043,other1
ACC000034,TXN0000011797,25/11/2023 17:41:34,1652.47,D,0,DEV0151,payment
ACC000007,TXN0000002083,25/11/2023 17:51:07,30322.01,D,0,DEV0160,other1
ACC000050,TXN0000017496,25/11/2023 18:12:28,21175.69,D,0,DEV0090,other2
ACC000029,TXN0000009886,25/11/2023 18:16:32,29136.28,D,0,DEV0087,payment
ACC000002,TXN0000000426,25/11/2023 18:16:35,5837.7,D,0,DEV0031,ezpsa
ACC000008,TXN0000002426,25/11/2023 18:20:43,21305.0,D,0,DEV0184,other3
ACC000037,TXN0000012851,25/11/2023 18:22:52,62515.42,C,0,DEV0096,other2
ACC000038,TXN0000013241,25/11/2023 18:33:14,32482.47,D,0,DEV0090,other3
ACC000019,TXN0000006190,25/11/2023 18:36:08,5488.65,D,0,DEV0094,transfer
ACC000019,TXN0000006189,25/11/2023 18:43:54,4567.44,D,0,DEV0055,jzzcsh
ACC000019,TXN0000006192,25/11/2023 18:52:58,3310.9,D,0,DEV0029,payment
ACC000003,TXN0000000706,25/11/2023 18:59:10,13076.19,D,0,DEV0113,other3
ACC000015,TXN0000004683,25/11/2023 19:00:26,16683.14,D,0,DEV0199,other1
ACC000038,TXN0000013239,25/11/2023 19:05:49,38971.11,D,0,DEV0140,other2
ACC000042,TXN0000014503,25/11/2023 19:08:59,75039.6,C,0,DEV0011,ezpsa
ACC000010,TXN0000003056,25/11/2023 19:12:56,59806.59,C,0,DEV0003,other1
ACC000015,TXN0000004681,25/11/2023 19:13:41,38546.21,C,0,DEV0199,payment
ACC000015,TXN0000004684,25/11/2023 19:15:18,7560.37,D,0,DEV0003,payment
ACC000017,TXN0000005425,25/11/2023 19:20:46,12720.73,C,0,DEV0083,other3
ACC000031,TXN0000010735,25/11/2023 19:25:21,33139.59,D,0,DEV0135,jzzcsh
ACC000028,TXN0000009472,25/11/2023 19:26:28,22502.66,C,0,DEV0043,nypy
ACC000050,TXN0000017499,25/11/2023 19:34:58,43886.8,C,0,DEV0090,transfer
ACC000009,TXN0000002764,25/11/2023 19:38:15,22659.87,D,0,DEV0194,ezpsa
ACC000042,TXN0000014509,25/11/2023 19:38:36,61528.65,D,0,DEV0011,ezpsa
ACC000014,TXN0000004287,25/11/2023 19:42:41,4302.74,D,0,DEV0138,other1
ACC000049,TXN0000017035,25/11/2023 19:45:08,4719.4,D,0,DEV0069,jzzcsh
ACC000014,TXN0000004290,25/11/2023 19:47:55,18125.06,C,1,DEV0017,nypy
ACC000010,TXN0000003060,25/11/2023 19:49:08,33517.18,D,0,DEV0181,other3
ACC000042,TXN0000014510,25/11/2023 19:49:31,68255.43,D,1,DEV0011,other1
ACC000015,TXN0000004682,25/11/2023 19:57:55,17354.9,D,0,DEV0051,other1
ACC000023,TXN0000007876,25/11/2023 19:59:48,29434.49,C,0,DEV0005,nypy
ACC000019,TXN0000006194,25/11/2023 20:38:23,2009.24,D,0,DEV0029,other3
ACC000042,TXN0000014506,25/11/2023 21:04:39,33745.93,D,0,DEV0011,payment
ACC000005,TXN0000001412,25/11/2023 21:11:01,2802.78,C,0,DEV0187,payment
ACC000038,TXN0000013240,25/11/2023 21:52:43,60908.17,C,1,DEV0090,ezpsa
ACC000028,TXN0000009471,25/11/2023 22:14:20,11428.82,D,0,DEV0101,nypy
ACC000025,TXN0000008511,25/11/2023 22:24:20,719.68,D,0,DEV0075,transfer
ACC000044,TXN0000015224,25/11/2023 23:48:06,30997.64,C,0,DEV0006,other1
ACC000034,TXN0000011800,26/11/2023 00:36:05,3846.23,C,0,DEV0151,other1
ACC000003,TXN0000000707,26/11/2023 03:34:21,20923.77,D,0,DEV0113,ezpsa
ACC000005,TXN0000001415,26/11/2023 04:09:52,11989.06,C,0,DEV0187,other1
ACC000027,TXN0000009174,26/11/2023 04:32:40,33261.83,D,0,DEV0029,other2
ACC000005,TXN0000001414,26/11/2023 04:33:54,6872.66,D,0,DEV0187,nypy
ACC000050,TXN0000017505,26/11/2023 04:34:17,18706.7,D,0,DEV0090,jzzcsh
ACC000050,TXN0000017501,26/11/2023 05:07:07,20952.13,D,0,DEV0090,transfer
ACC000031,TXN0000010737,26/11/2023 05:16:27,31136.79,C,0,DEV0135,other3
ACC000023,TXN0000007878,26/11/2023 05:51:43,60846.88,C,0,DEV0005,payment
ACC000039,TXN0000013542,26/11/2023 07:31:04,34793.1,C,0,DEV0096,other2
ACC000005,TXN0000001417,26/11/2023 07:59:35,4039.85,D,0,DEV0187,ezpsa
ACC000028,TXN0000009474,26/11/2023 08:03:21,10976.05,D,0,DEV0092,payment
ACC000045,TXN0000015721,26/11/2023 08:13:23,31415.0,C,0,DEV0139,other2
ACC000015,TXN0000004691,26/11/2023 08:23:09,30231.91,C,0,DEV0199,other2
ACC000015,TXN0000004689,26/11/2023 08:27:32,39850.68,C,0,DEV0199,ezpsa
ACC000015,TXN0000004688,26/11/2023 08:43:13,16329.38,D,0,DEV0006,ezpsa
ACC000033,TXN0000011438,26/11/2023 09:02:59,50402.0,D,0,DEV0113,nypy
ACC000018,TXN0000005752,26/11/2023 09:11:53,15409.7,D,0,DEV0110,other3
ACC000016,TXN0000005072,26/11/2023 09:23:55,31669.9,D,0,DEV0102,payment
ACC000021,TXN0000007083,26/11/2023 09:27:31,30080.32,C,0,DEV0172,other3
ACC000021,TXN0000007084,26/11/2023 09:37:38,25509.73,D,0,DEV0172,jzzcsh
ACC000024,TXN0000008194,26/11/2023 10:12:18,6991.49,D,0,DEV0088,transfer
ACC000007,TXN0000002085,26/11/2023 10:31:37,50929.08,D,1,DEV0098,payment
ACC000027,TXN0000009175,26/11/2023 10:44:47,34138.78,D,0,DEV0106,ezpsa
ACC000042,TXN0000014511,26/11/2023 10:53:57,73673.59,C,0,DEV0011,ezpsa
ACC000041,TXN0000014184,26/11/2023 11:04:44,29315.88,D,0,DEV0039,transfer
ACC000047,TXN0000016361,26/11/2023 11:07:55,5722.96,C,0,DEV0154,other3
ACC000033,TXN0000011437,26/11/2023 11:10:50,45344.44,D,0,DEV0113,nypy
ACC000007,TXN0000002084,26/11/2023 11:14:32,27234.17,D,0,DEV0160,other2
ACC000046,TXN0000016096,26/11/2023 11:16:37,49250.53,C,0,DEV0188,ezpsa
ACC000050,TXN0000017503,26/11/2023 11:19:21,23462.48,D,0,DEV0090,other1
ACC000033,TXN0000011440,26/11/2023 11:21:30,51846.69,D,0,DEV0113,transfer
ACC000039,TXN0000013543,26/11/2023 11:25:21,20092.77,D,1,DEV0093,payment
ACC000025,TXN0000008512,26/11/2023 11:26:45,1413.39,D,0,DEV0075,other2
ACC000038,TXN0000013244,26/11/2023 11:32:31,53469.87,C,0,DEV0117,nypy
ACC000038,TXN0000013243,26/11/2023 11:37:14,65924.29,C,0,DEV0032,nypy
ACC000019,TXN0000006198,26/11/2023 11:46:49,4352.33,D,0,DEV0055,jzzcsh
ACC000039,TXN0000013541,26/11/2023 11:49:38,24557.15,D,0,DEV0096,nypy
ACC000038,TXN0000013242,26/11/2023 11:52:05,35585.08,C,0,DEV0090,payment
ACC000045,TXN0000015720,26/11/2023 11:55:42,26610.04,C,0,DEV0133,ezpsa
ACC000043,TXN0000014871,26/11/2023 12:07:05,8646.44,C,0,DEV0042,other1
ACC000043,TXN0000014870,26/11/2023 12:23:23,9721.21,C,0,DEV0042,payment
ACC000030,TXN0000010301,26/11/2023 12:38:32,38612.53,D,0,DEV0129,ezpsa
ACC000032,TXN0000011124,26/11/2023 13:05:20,10485.49,D,1,DEV0154,other3
ACC000030,TXN0000010300,26/11/2023 13:11:42,55233.18,C,0,DEV0129,jzzcsh
ACC000004,TXN0000001048,26/11/2023 13:34:48,48288.62,D,0,DEV0054,transfer
ACC000017,TXN0000005426,26/11/2023 13:35:04,5639.49,D,0,DEV0083,payment
ACC000047,TXN0000016362,26/11/2023 13:49:11,4406.02,C,0,DEV0154,nypy
ACC000004,TXN0000001047,26/11/2023 13:56:35,46091.93,D,1,DEV0054,jzzcsh
ACC000029,TXN0000009895,26/11/2023 14:00:43,32034.57,C,0,DEV0125,ezpsa
ACC000020,TXN0000006610,26/11/2023 14:01:23,24563.25,D,0,DEV0082,other2
ACC000027,TXN0000009176,26/11/2023 14:13:30,15115.13,D,0,DEV0068,other3
ACC000022,TXN0000007507,26/11/2023 14:16:58,4494.6,C,0,DEV0112,transfer
ACC000047,TXN0000016363,26/11/2023 14:18:46,3178.52,D,0,DEV0154,payment
ACC000029,TXN0000009893,26/11/2023 14:26:58,10543.72,C,0,DEV0087,payment
ACC000029,TXN0000009896,26/11/2023 14:33:34,17727.3,D,0,DEV0087,ezpsa
ACC000012,TXN0000003751,26/11/2023 14:40:36,29364.7,D,0,DEV0158,jzzcsh
ACC000044,TXN0000015228,26/11/2023 14:45:48,18547.9,D,0,DEV0006,other1
ACC000049,TXN0000017036,26/11/2023 14:55:42,3866.67,D,1,DEV0069,jzzcsh
ACC000044,TXN0000015229,26/11/2023 15:01:14,20832.59,D,0,DEV0006,jzzcsh
ACC000015,TXN0000004690,26/11/2023 15:01:31,21018.69,D,0,DEV0199,other3
ACC000028,TXN0000009475,26/11/2023 15:10:00,16090.56,D,0,DEV0101,other1
ACC000020,TXN0000006611,26/11/2023 15:15:22,21935.35,D,1,DEV0175,other3
ACC000020,TXN0000006609,26/11/2023 15:19:04,16810.56,D,0,DEV0020,payment
ACC000010,TXN0000003061,26/11/2023 15:26:08,35427.22,D,0,DEV0003,other1
ACC000033,TXN0000011442,26/11/2023 15:29:39,34874.62,D,0,DEV0163,other1
ACC000014,TXN0000004291,26/11/2023 15:38:47,27070.42,C,0,DEV0017,payment
ACC000033,TXN0000011441,26/11/2023 15:43:18,55428.44,C,0,DEV0113,payment
ACC000023,TXN0000007877,26/11/2023 15:43:36,48368.6,C,0,DEV0005,nypy
ACC000005,TXN0000001416,26/11/2023 15:44:05,4152.88,D,1,DEV0187,payment
ACC000020,TXN0000006607,26/11/2023 15:46:05,18167.24,D,0,DEV0082,other3
ACC000020,TXN0000006608,26/11/2023 15:59:27,21244.05,D,0,DEV0082,other2
ACC000025,TXN0000008515,26/11/2023 16:01:47,873.57,D,0,DEV0111,transfer
ACC000013,TXN0000003993,26/11/2023 16:05:43,37811.83,D,0,DEV0104,other1
ACC000019,TXN0000006197,26/11/2023 16:13:10,3949.34,D,0,DEV0055,jzzcsh
ACC000046,TXN0000016097,26/11/2023 16:13:35,7361.5,D,0,DEV0190,payment
ACC000025,TXN0000008513,26/11/2023 16:43:12,1245.43,D,0,DEV0111,other3
ACC000025,TXN0000008514,26/11/2023 16:47:28,1025.15,C,1,DEV0111,other3
ACC000008,TXN0000002428,26/11/2023 17:04:05,40597.43,C,1,DEV0184,transfer
ACC000006,TXN0000001773,26/11/2023 17:15:09,30861.12,D,0,DEV0103,ezpsa
ACC000011,TXN0000003473,26/11/2023 17:30:22,13820.24,D,1,DEV0006,ezpsa
ACC000025,TXN0000008516,26/11/2023 17:31:16,1568.24,C,0,DEV0075,transfer
ACC000014,TXN0000004292,26/11/2023 17:39:12,13064.76,D,0,DEV0123,jzzcsh
ACC000008,TXN0000002430,26/11/2023 17:39:56,33500.98,D,0,DEV0123,payment
ACC000006,TXN0000001772,26/11/2023 17:42:19,34727.75,D,0,DEV0150,nypy
ACC000048,TXN0000016637,26/11/2023 17:42:31,37309.88,C,0,DEV0019,jzzcsh
ACC000024,TXN0000008195,26/11/2023 17:47:20,2181.98,D,1,DEV0088,nypy
ACC000008,TXN0000002431,26/11/2023 17:47:59,31753.6,D,0,DEV0184,jzzcsh
ACC000011,TXN0000003472,26/11/2023 17:56:18,19845.19,D,0,DEV0065,other1
ACC000029,TXN0000009892,26/11/2023 18:10:08,28639.8,D,1,DEV0087,nypy
ACC000050,TXN0000017502,26/11/2023 18:10:41,14883.57,D,0,DEV0090,ezpsa
ACC000034,TXN0000011801,26/11/2023 18:11:59,464.7,D,0,DEV0151,other2
ACC000029,TXN0000009897,26/11/2023 18:15:14,20376.47,D,0,DEV0125,transfer
ACC000002,TXN0000000428,26/11/2023 18:21:36,5331.79,D,0,DEV0086,other3
ACC000008,TXN0000002429,26/11/2023 18:22:07,48792.96,C,0,DEV0140,other1
ACC000008,TXN0000002427,26/11/2023 18:31:24,41774.24,C,0,DEV0123,transfer
ACC000050,TXN0000017504,26/11/2023 18:35:57,20983.97,D,0,DEV0090,payment
ACC000029,TXN0000009894,26/11/2023 18:37:41,30962.34,D,0,DEV0087,other1
ACC000045,TXN0000015719,26/11/2023 18:40:52,10398.47,C,0,DEV0139,ezpsa
ACC000019,TXN0000006196,26/11/2023 18:45:43,3016.39,D,0,DEV0029,payment
ACC000044,TXN0000015230,26/11/2023 18:47:25,17568.64,D,0,DEV0006,other2
ACC000050,TXN0000017500,26/11/2023 18:48:58,20843.58,D,0,DEV0090,other2
ACC000044,TXN0000015231,26/11/2023 18:52:12,28611.44,D,0,DEV0006,other3
ACC000034,TXN0000011799,26/11/2023 18:54:46,1359.67,D,0,DEV0151,transfer
ACC000017,TXN0000005429,26/11/2023 18:55:13,8086.38,C,0,DEV0083,other3
ACC000015,TXN0000004687,26/11/2023 19:05:19,20009.69,D,0,DEV0003,jzzcsh
ACC000017,TXN0000005430,26/11/2023 19:09:33,4169.69,D,0,DEV0083,other3
ACC000042,TXN0000014512,26/11/2023 19:10:06,41764.5,D,0,DEV0011,ezpsa
ACC000034,TXN0000011802,26/11/2023 19:12:44,3075.54,D,0,DEV0033,jzzcsh
ACC000044,TXN0000015232,26/11/2023 19:16:32,22338.04,D,0,DEV0006,nypy
ACC000017,TXN0000005428,26/11/2023 19:16:59,4997.3,C,0,DEV0083,transfer
ACC000017,TXN0000005427,26/11/2023 19:21:28,6343.86,D,0,DEV0083,transfer
ACC000026,TXN0000008900,26/11/2023 19:33:15,42345.53,D,1,DEV0057,payment
ACC000023,TXN0000007879,26/11/2023 19:39:53,32430.04,D,0,DEV0005,other2
ACC000049,TXN0000017037,26/11/2023 19:40:52,6490.6,C,0,DEV0069,ezpsa
ACC000015,TXN0000004685,26/11/2023 19:42:20,10140.82,D,0,DEV0199,nypy
ACC000031,TXN0000010739,26/11/2023 19:42:33,31285.48,D,0,DEV0135,payment
ACC000015,TXN0000004686,26/11/2023 19:45:24,11016.01,D,0,DEV0003,other1
ACC000033,TXN0000011439,26/11/2023 20:50:58,47318.95,D,0,DEV0113,jzzcsh
ACC000031,TXN0000010738,26/11/2023 21:00:08,37282.38,D,0,DEV0135,payment
ACC000015,TXN0000004692,26/11/2023 21:44:44,13425.14,D,0,DEV0199,jzzcsh
ACC000007,TXN0000002086,26/11/2023 21:48:25,49160.33,C,0,DEV0098,transfer
ACC000021,TXN0000007085,26/11/2023 21:59:28,14313.24,C,0,DEV0172,ezpsa
ACC000008,TXN0000002438,27/11/2023 00:32:19,30936.22,D,0,DEV0123,other3
ACC000018,TXN0000005758,27/11/2023 01:06:23,17384.65,D,0,DEV0110,other1
ACC000006,TXN0000001776,27/11/2023 01:15:00,62704.54,C,0,DEV0150,nypy
ACC000008,TXN0000002433,27/11/2023 02:09:30,27785.01,D,0,DEV0123,nypy
ACC000012,TXN0000003754,27/11/2023 02:15:06,52242.57,D,0,DEV0056,ezpsa
ACC000030,TXN0000010302,27/11/2023 02:41:24,79043.18,C,0,DEV0074,jzzcsh
ACC000018,TXN0000005757,27/11/2023 02:50:08,7656.62,D,0,DEV0110,transfer
ACC000038,TXN0000013245,27/11/2023 02:51:34,39751.08,D,0,DEV0090,payment
ACC000026,TXN0000008901,27/11/2023 02:54:58,34990.76,D,0,DEV0057,jzzcsh
ACC000045,TXN0000015723,27/11/2023 03:38:36,19536.82,D,0,DEV0139,other3
ACC000040,TXN0000013865,27/11/2023 03:57:13,38146.11,D,0,DEV0059,other3
ACC000035,TXN0000012222,27/11/2023 04:09:51,1128.53,D,0,DEV0164,jzzcsh
ACC000020,TXN0000006615,27/11/2023 04:35:05,21959.83,D,1,DEV0175,transfer
ACC000008,TXN0000002432,27/11/2023 04:37:14,47985.43,C,0,DEV0184,other1
ACC000026,TXN0000008904,27/11/2023 06:27:47,32192.4,D,1,DEV0057,ezpsa
ACC000002,TXN0000000429,27/11/2023 06:46:33,11033.01,C,0,DEV0178,other1
ACC000015,TXN0000004697,27/11/2023 08:05:07,8427.99,D,0,DEV0199,other3
ACC000005,TXN0000001422,27/11/2023 08:08:20,5375.18,D,0,DEV0187,ezpsa
ACC000015,TXN0000004693,27/11/2023 08:19:44,8949.93,D,1,DEV0199,other3
ACC000020,TXN0000006613,27/11/2023 08:22:54,30675.89,C,0,DEV0082,other2
ACC000018,TXN0000005753,27/11/2023 08:31:27,14395.98,D,0,DEV0110,nypy
ACC000040,TXN0000013861,27/11/2023 08:36:51,19990.94,D,0,DEV0059,payment
ACC000045,TXN0000015722,27/11/2023 08:37:37,25590.27,C,0,DEV0139,other3
ACC000015,TXN0000004694,27/11/2023 08:42:33,15905.58,D,0,DEV0003,other2
ACC000006,TXN0000001775,27/11/2023 08:45:03,48939.85,C,0,DEV0150,payment
ACC000026,TXN0000008903,27/11/2023 08:45:12,37727.85,D,1,DEV0057,payment
ACC000046,TXN0000016099,27/11/2023 08:57:15,49991.83,C,0,DEV0188,ezpsa
ACC000049,TXN0000017042,27/11/2023 09:01:23,2143.53,D,0,DEV0069,nypy
ACC000040,TXN0000013863,27/11/2023 09:06:40,26650.31,D,0,DEV0059,jzzcsh
ACC000018,TXN0000005755,27/11/2023 09:06:42,6822.71,D,0,DEV0110,payment
ACC000032,TXN0000011128,27/11/2023 09:08:07,6285.36,D,0,DEV0154,payment
ACC000021,TXN0000007086,27/11/2023 09:08:28,18483.66,D,0,DEV0172,other3
ACC000008,TXN0000002435,27/11/2023 09:13:20,22937.72,D,0,DEV0123,other2
ACC000021,TXN0000007087,27/11/2023 09:20:42,42273.48,D,0,DEV0150,jzzcsh
ACC000049,TXN0000017041,27/11/2023 09:21:43,6231.18,C,0,DEV0069,payment
ACC000018,TXN0000005756,27/11/2023 09:34:36,15840.87,D,0,DEV0110,ezpsa
ACC000038,TXN0000013247,27/11/2023 09:37:27,26202.88,D,0,DEV0140,payment
ACC000046,TXN0000016100,27/11/2023 09:43:17,35228.84,C,0,DEV0109,other3
ACC000022,TXN0000007509,27/11/2023 09:50:37,5718.4,D,1,DEV0112,other1
ACC000006,TXN0000001774,27/11/2023 09:52:46,27796.56,D,0,DEV0103,transfer
ACC000006,TXN0000001778,27/11/2023 09:56:08,31250.94,D,0,DEV0103,other1
ACC000021,TXN0000007089,27/11/2023 10:01:34,32410.8,D,0,DEV0172,nypy
ACC000007,TXN0000002087,27/11/2023 10:17:24,33164.65,D,0,DEV0160,other1
ACC000042,TXN0000014514,27/11/2023 10:17:36,36424.59,D,0,DEV0011,other2
ACC000042,TXN0000014515,27/11/2023 10:22:47,59208.28,D,0,DEV0011,payment
ACC000015,TXN0000004698,27/11/2023 10:24:22,10866.17,C,0,DEV0199,other3
ACC000047,TXN0000016367,27/11/2023 10:27:21,4732.53,C,0,DEV0154,nypy
ACC000040,TXN0000013864,27/11/2023 10:34:33,10205.52,C,1,DEV0059,transfer
ACC000043,TXN0000014873,27/11/2023 10:42:42,3889.24,D,0,DEV0042,payment
ACC000029,TXN0000009898,27/11/2023 10:43:06,29636.98,D,0,DEV0125,nypy
ACC000048,TXN0000016639,27/11/2023 10:47:54,28542.0,D,0,DEV0019,transfer
ACC000021,TXN0000007088,27/11/2023 10:53:24,42016.28,D,0,DEV0172,payment
ACC000043,TXN0000014875,27/11/2023 10:58:51,5898.84,D,0,DEV0102,payment
ACC000025,TXN0000008517,27/11/2023 11:01:36,355.49,C,0,DEV0111,other3
ACC000001,TXN0000000157,27/11/2023 11:04:34,15275.95,D,0,DEV0074,transfer
ACC000050,TXN0000017507,27/11/2023 11:05:05,15350.14,D,0,DEV0090,jzzcsh
ACC000045,TXN0000015726,27/11/2023 11:10:25,14798.76,D,0,DEV0139,ezpsa
ACC000048,TXN0000016638,27/11/2023 11:23:04,33311.85,D,0,DEV0019,nypy
ACC000007,TXN0000002089,27/11/2023 11:46:47,44768.93,D,0,DEV0097,transfer
ACC000046,TXN0000016101,27/11/2023 11:53:05,31536.3,C,1,DEV0188,transfer
ACC000036,TXN0000012540,27/11/2023 12:05:15,3361.37,D,0,DEV0131,nypy
ACC000047,TXN0000016364,27/11/2023 12:09:54,3207.54,D,0,DEV0154,other2
ACC000043,TXN0000014874,27/11/2023 12:21:29,4963.14,D,0,DEV0012,transfer
ACC000003,TXN0000000708,27/11/2023 12:28:22,26163.1,D,0,DEV0113,other1
ACC000011,TXN0000003474,27/11/2023 12:36:36,16731.46,D,0,DEV0006,other3
ACC000030,TXN0000010303,27/11/2023 12:44:44,69817.71,C,0,DEV0129,other2
ACC000003,TXN0000000710,27/11/2023 12:53:35,15519.01,D,0,DEV0113,other3
ACC000014,TXN0000004293,27/11/2023 12:55:00,8418.95,D,0,DEV0069,payment
ACC000037,TXN0000012858,27/11/2023 13:00:13,35516.03,D,0,DEV0076,other3
ACC000035,TXN0000012220,27/11/2023 13:00:36,1160.53,D,0,DEV0186,other2
ACC000005,TXN0000001420,27/11/2023 13:04:53,4254.99,D,0,DEV0111,nypy
ACC000009,TXN0000002766,27/11/2023 13:11:41,12086.49,D,0,DEV0194,other1
ACC000022,TXN0000007510,27/11/2023 13:15:46,4955.38,C,0,DEV0112,payment
ACC000013,TXN0000003996,27/11/2023 13:20:43,37588.41,D,0,DEV0104,payment
ACC000005,TXN0000001421,27/11/2023 13:22:13,6047.44,C,0,DEV0187,other1
ACC000042,TXN0000014516,27/11/2023 13:24:20,16931.88,D,0,DEV0011,other1
ACC000032,TXN0000011125,27/11/2023 13:24:42,6142.49,D,0,DEV0154,jzzcsh
ACC000035,TXN0000012221,27/11/2023 13:28:10,2238.87,C,0,DEV0005,other3
ACC000010,TXN0000003063,27/11/2023 13:28:22,24496.61,D,0,DEV0022,other1
ACC000032,TXN0000011126,27/11/2023 13:29:45,10178.23,D,0,DEV0154,other1
ACC000025,TXN0000008520,27/11/2023 13:40:58,1696.57,D,0,DEV0111,jzzcsh
ACC000005,TXN0000001418,27/11/2023 13:45:36,7428.79,D,0,DEV0079,other1
ACC000041,TXN0000014186,27/11/2023 13:47:27,39539.06,C,0,DEV0161,nypy
ACC000004,TXN0000001050,27/11/2023 13:47:50,43885.95,D,0,DEV0054,payment
ACC000025,TXN0000008519,27/11/2023 13:54:33,1149.37,D,0,DEV0111,ezpsa
ACC000036,TXN0000012539,27/11/2023 14:00:17,1823.94,D,0,DEV0131,other1
ACC000022,TXN0000007508,27/11/2023 14:09:49,6675.43,C,0,DEV0112,jzzcsh
ACC000049,TXN0000017043,27/11/2023 14:14:04,2873.78,D,0,DEV0069,ezpsa
ACC000012,TXN0000003752,27/11/2023 14:20:01,26675.2,D,0,DEV0158,transfer
ACC000003,TXN0000000709,27/11/2023 14:20:47,19747.44,D,0,DEV0113,other1
ACC000025,TXN0000008518,27/11/2023 14:27:21,1280.5,D,0,DEV0193,ezpsa
ACC000047,TXN0000016365,27/11/2023 14:29:18,4898.86,C,1,DEV0154,transfer
ACC000047,TXN0000016366,27/11/2023 14:34:18,1821.33,D,0,DEV0154,other1
ACC000044,TXN0000015235,27/11/2023 14:36:16,29796.16,D,1,DEV0006,other3
ACC000020,TXN0000006612,27/11/2023 14:48:03,52381.14,C,0,DEV0175,other3
ACC000037,TXN0000012859,27/11/2023 14:57:57,47433.02,D,0,DEV0076,payment
ACC000023,TXN0000007883,27/11/2023 15:04:31,21182.33,D,0,DEV0005,other3
ACC000020,TXN0000006614,27/11/2023 15:06:16,8513.51,D,0,DEV0175,jzzcsh
ACC000033,TXN0000011443,27/11/2023 15:15:12,97249.28,C,0,DEV0113,other2
ACC000023,TXN0000007880,27/11/2023 15:18:55,24641.15,D,0,DEV0005,nypy
ACC000012,TXN0000003755,27/11/2023 15:18:58,38322.79,D,0,DEV0158,nypy
ACC000044,TXN0000015233,27/11/2023 15:21:48,24282.15,D,0,DEV0006,nypy
ACC000012,TXN0000003753,27/11/2023 15:27:28,42274.86,D,1,DEV0150,other3
ACC000013,TXN0000003995,27/11/2023 15:31:39,30852.17,D,0,DEV0104,other3
ACC000033,TXN0000011444,27/11/2023 15:36:28,44217.05,C,0,DEV0113,transfer
ACC000032,TXN0000011127,27/11/2023 15:37:39,9829.69,D,0,DEV0154,transfer
ACC000033,TXN0000011445,27/11/2023 15:38:37,45005.51,D,0,DEV0113,other3
ACC000020,TXN0000006616,27/11/2023 15:44:21,18693.78,D,0,DEV0175,other1
ACC000023,TXN0000007884,27/11/2023 15:49:11,34552.46,C,0,DEV0005,nypy
ACC000024,TXN0000008197,27/11/2023 15:49:42,5728.65,D,0,DEV0088,transfer
ACC000005,TXN0000001419,27/11/2023 15:57:17,5311.23,C,0,DEV0187,ezpsa
ACC000036,TXN0000012541,27/11/2023 15:59:47,13001.12,D,0,DEV0131,payment
ACC000043,TXN0000014872,27/11/2023 16:00:21,6859.2,D,0,DEV0186,other1
ACC000025,TXN0000008521,27/11/2023 16:10:10,1138.48,D,0,DEV0075,payment
ACC000007,TXN0000002088,27/11/2023 16:10:26,40112.6,D,0,DEV0098,other3
ACC000004,TXN0000001049,27/11/2023 16:12:31,79819.09,C,0,DEV0054,ezpsa
ACC000044,TXN0000015234,27/11/2023 16:14:59,25057.3,D,0,DEV0006,payment
ACC000013,TXN0000003997,27/11/2023 16:20:29,28333.5,D,0,DEV0010,jzzcsh
ACC000004,TXN0000001053,27/11/2023 16:29:48,57185.3,D,0,DEV0054,other1
ACC000040,TXN0000013862,27/11/2023 16:30:57,21167.23,D,0,DEV0059,other3
ACC000049,TXN0000017040,27/11/2023 16:33:16,4356.39,D,0,DEV0069,other2
ACC000004,TXN0000001052,27/11/2023 16:37:37,27105.08,C,0,DEV0054,payment
ACC000004,TXN0000001051,27/11/2023 16:48:45,49081.29,D,1,DEV0054,other2
ACC000028,TXN0000009476,27/11/2023 16:50:53,16064.51,C,0,DEV0101,other2
ACC000037,TXN0000012857,27/11/2023 16:59:37,70815.26,C,0,DEV0076,other3
